Agent,Author,Repo,CommitSha,smell_type,smell_name,Method,Line,File,Description
Human,pytorch,pytorch,64bcf39180ca1396a6a5f788d21155493b3c118f,implementation,Magic number,test_float8_bias_relu_edgecase,553,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/64bcf39180ca1396a6a5f788d21155493b3c118f/test/test_matmul_cuda.py,Magic number 32 used in test_float8_bias_relu_edgecase.
Human,pytorch,pytorch,e2917245fb0c0b6aab216e7a0a254b80e7a9e78f,implementation,Magic number,test_float8_bias_relu_edgecase,517,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/e2917245fb0c0b6aab216e7a0a254b80e7a9e78f/test/test_matmul_cuda.py,Magic number 16 used in test_float8_bias_relu_edgecase.
Human,pytorch,pytorch,e2917245fb0c0b6aab216e7a0a254b80e7a9e78f,implementation,Magic number,test_float8_bias_relu_edgecase,517,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/e2917245fb0c0b6aab216e7a0a254b80e7a9e78f/test/test_matmul_cuda.py,Magic number 48 used in test_float8_bias_relu_edgecase.
Human,pytorch,pytorch,e2917245fb0c0b6aab216e7a0a254b80e7a9e78f,implementation,Magic number,test_float8_bias_relu_edgecase,517,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/e2917245fb0c0b6aab216e7a0a254b80e7a9e78f/test/test_matmul_cuda.py,Magic number 32 used in test_float8_bias_relu_edgecase.
Human,Skyvern-AI,skyvern,4407c19417d59451b4e7b96af6012bf275c7373d,implementation,Magic number,get_workflow_runs_for_workflow_permanent_id,1483,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Skyvern-AI$skyvern/Human/Skyvern-AI$skyvern/4407c19417d59451b4e7b96af6012bf275c7373d/skyvern/forge/sdk/db/client.py,Magic number 10 used in get_workflow_runs_for_workflow_permanent_id.
Human,BerriAI,litellm,c17342ac5bf0e9b281ffe2dbf6380411856eaf96,implementation,Magic number,test_o1_handle_system_role,58,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/c17342ac5bf0e9b281ffe2dbf6380411856eaf96/tests/llm_translation/test_openai_o1.py,Magic number 10 used in test_o1_handle_system_role.
Human,ikamensh,flynt,10c22355d3455407fa87de5cbd77b53773aa4b96,implementation,Magic number,test_indented,201,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/ikamensh$flynt/Human/ikamensh$flynt/10c22355d3455407fa87de5cbd77b53773aa4b96/test/test_edits.py,Magic number 2 used in test_indented.
OpenAI_Codex,MontrealAI,AGI-Alpha-Agent-v0,d3c70f1c61c86973a4cc8a88a55d5743160f7074,implementation,Long statement,get_agent,487,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/OpenAI_Codex/MontrealAI$AGI-Alpha-Agent-v0/d3c70f1c61c86973a4cc8a88a55d5743160f7074/alpha_factory_v1/backend/agents/__init__.py,A line with 136 chars in get_agent exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long statement,custom_get_cache_key,1349,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/tests/local_testing/test_caching.py,A line with 142 chars in custom_get_cache_key exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,f5841eb84d56a41517fb7421fcb238019c8f8815,implementation,Long method,_aembedding,2372 - 2439,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/f5841eb84d56a41517fb7421fcb238019c8f8815/litellm/router.py,Method '_aembedding' is too long (68 lines).
Human,pydata,pandas-datareader,62929f951e232665feb4c86917ad5c65f01fa0ad,implementation,Long statement,read,18,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pydata$pandas-datareader/Human/pydata$pandas-datareader/62929f951e232665feb4c86917ad5c65f01fa0ad/pandas_datareader/fred.py,A line with 232 chars in read exceeds the maximum length of 120 characters.
Human,Skyvern-AI,skyvern,0a0228b341c512ce2edbe83d95e14f6c387965dc,implementation,Complex method,record_artifacts_after_action,1445 - 1506,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/Skyvern-AI$skyvern/Human/Skyvern-AI$skyvern/0a0228b341c512ce2edbe83d95e14f6c387965dc/skyvern/forge/agent.py,"Method 'record_artifacts_after_action' has a cyclomatic complexity of 7, exceeding the max of 6."
Human,dlt-hub,dlt,b1cff8cc6622e54a355cd74746165f8a39e2337c,implementation,Long identifier,test_source_name_is_invalid_schema_name,214,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/dlt-hub$dlt/Human/dlt-hub$dlt/b1cff8cc6622e54a355cd74746165f8a39e2337c/tests/extract/test_decorators.py,Identifier'test_source_name_is_invalid_schema_name' exceeds the maximum length of 30 characters.
Human,janbjorge,pgqueuer,e544bf52f54c3a3851cedb93db298dc7a4a2630d,design,Broken modularization,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/janbjorge$pgqueuer/Human/janbjorge$pgqueuer/e544bf52f54c3a3851cedb93db298dc7a4a2630d/pgqueuer/types.py,Module 'types' contains only data members without any method implementations.
Human,janbjorge,pgqueuer,eb8455be2915100ee64faa39442aac0d7eb4e6c1,design,Broken modularization,,1,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/janbjorge$pgqueuer/Human/janbjorge$pgqueuer/eb8455be2915100ee64faa39442aac0d7eb4e6c1/pgqueuer/types.py,Module 'types' contains only data members without any method implementations.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,mock_client_requests,74,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/common_test_fixtures.py,A line with 145 chars in mock_client_requests exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long statement,fetch_app_templates,1457,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/utils/prerequisites.py,A line with 193 chars in fetch_app_templates exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long statement,fetch_app_templates,1494,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/utils/prerequisites.py,A line with 122 chars in fetch_app_templates exceeds the maximum length of 120 characters.
Human,keephq,keep,fdcdc0722565e168466d4a16dde1e7f4bd396865,implementation,Long statement,get_last_incidents,3555,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/keephq$keep/Human/keephq$keep/fdcdc0722565e168466d4a16dde1e7f4bd396865/keep/api/core/db.py,A line with 774 chars in get_last_incidents exceeds the maximum length of 120 characters.
Human,keephq,keep,fdcdc0722565e168466d4a16dde1e7f4bd396865,implementation,Long statement,get_last_incidents,3574,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/keephq$keep/Human/keephq$keep/fdcdc0722565e168466d4a16dde1e7f4bd396865/keep/api/core/db.py,A line with 145 chars in get_last_incidents exceeds the maximum length of 120 characters.
Human,janbjorge,pgqueuer,e544bf52f54c3a3851cedb93db298dc7a4a2630d,implementation,Long statement,test_job_fetch,63,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/janbjorge$pgqueuer/Human/janbjorge$pgqueuer/e544bf52f54c3a3851cedb93db298dc7a4a2630d/test/test_qm.py,A line with 176 chars in test_job_fetch exceeds the maximum length of 120 characters.
Human,pytorch,pytorch,d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7,implementation,Long parameter list,avg_pool3d_backward_shape_check,4564 - 4615,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/pytorch$pytorch/Human/pytorch$pytorch/d3524ecdd6b23b1283bd5fbbfcafc8f1bb311be7/torch/_meta_registrations.py,"avg_pool3d_backward_shape_check has 19 parameters, exceeding the max of 5."
Human,EricLBuehler,mistral.rs,85dcfbef20ebc770872950d57b8434c0e1ff2b62,implementation,Long statement,,38,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/EricLBuehler$mistral.rs/Human/EricLBuehler$mistral.rs/85dcfbef20ebc770872950d57b8434c0e1ff2b62/examples/server/idefics3.py,A line with 418 chars in idefics3 exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3422,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 1647 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3523,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 184 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3588,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 145 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3632,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 133 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3648,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 135 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3712,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 129 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3748,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 162 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3755,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 130 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3875,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 122 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3899,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 121 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3911,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 202 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3962,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 140 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,show_gpus,3998,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/sky/cli.py,A line with 175 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3444,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 1647 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3540,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 184 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3605,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 145 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3649,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 133 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3665,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 135 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3729,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 129 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3765,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 162 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3772,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 130 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3892,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 122 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3916,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 121 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3928,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 202 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,3979,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 140 chars in show_gpus exceeds the maximum length of 120 characters.
Human,skypilot-org,skypilot,43d0b9e33922a83ea73ed6888cbcae1763bc94cf,implementation,Long statement,show_gpus,4015,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/43d0b9e33922a83ea73ed6888cbcae1763bc94cf/sky/cli.py,A line with 175 chars in show_gpus exceeds the maximum length of 120 characters.
Human,neondatabase,neon,87fc0a03747c4c1e24b2a8ec1479ea97150fa433,implementation,Long statement,connect,275,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/neondatabase$neon/Human/neondatabase$neon/87fc0a03747c4c1e24b2a8ec1479ea97150fa433/test_runner/fixtures/neon_fixtures.py,A line with 146 chars in connect exceeds the maximum length of 120 characters.
Human,EricLBuehler,mistral.rs,85dcfbef20ebc770872950d57b8434c0e1ff2b62,implementation,Long statement,,10,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/EricLBuehler$mistral.rs/Human/EricLBuehler$mistral.rs/85dcfbef20ebc770872950d57b8434c0e1ff2b62/examples/python/gemma3.py,A line with 378 chars in gemma3 exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long statement,equals,517,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/vars/base.py,A line with 164 chars in equals exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long statement,equals,525,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/vars/base.py,A line with 142 chars in equals exceeds the maximum length of 120 characters.
Human,tegnike,aituber-kit,93a8de87cb7847866abdf122b5ed5e0c315689c8,design,Multifaceted abstraction,,43,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/tegnike$aituber-kit/Human/tegnike$aituber-kit/93a8de87cb7847866abdf122b5ed5e0c315689c8/scripts/test_auto_translate.py,"Class 'TestAutoTranslate' has a high LCOM value of 0.87, indicating it may have multiple responsibilities."
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long statement,_populate_custom_component_project,273,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/custom_components/custom_components.py,A line with 276 chars in _populate_custom_component_project exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long statement,_populate_custom_component_project,289,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/custom_components/custom_components.py,A line with 127 chars in _populate_custom_component_project exceeds the maximum length of 120 characters.
Human,reflex-dev,reflex,346ccf746bba95b3762e23a7f9d749f0ab6774cc,implementation,Long statement,_populate_custom_component_project,296,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/reflex-dev$reflex/Human/reflex-dev$reflex/346ccf746bba95b3762e23a7f9d749f0ab6774cc/reflex/custom_components/custom_components.py,A line with 158 chars in _populate_custom_component_project exceeds the maximum length of 120 characters.
Human,livekit,agents,a9cf16ebfb24b0351f099610b49675ea856ebdd2,implementation,Long identifier,_handle_input_audio_buffer_speech_started,355,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/a9cf16ebfb24b0351f099610b49675ea856ebdd2/livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/realtime/realtime_model.py,Identifier'_handle_input_audio_buffer_speech_started' exceeds the maximum length of 30 characters.
Human,livekit,agents,1bbbdfd048ea922d0202837cd41047e5f614b015,implementation,Long identifier,_handle_input_audio_buffer_speech_started,155,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/1bbbdfd048ea922d0202837cd41047e5f614b015/livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/realtime/realtime_model.py,Identifier'_handle_input_audio_buffer_speech_started' exceeds the maximum length of 30 characters.
Human,livekit,agents,1bc6b3c44653b1b9e280e032f41ef37682b00870,implementation,Long identifier,_handle_input_audio_buffer_speech_started,147,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/1bc6b3c44653b1b9e280e032f41ef37682b00870/livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/realtime/realtime_model.py,Identifier'_handle_input_audio_buffer_speech_started' exceeds the maximum length of 30 characters.
Human,livekit,agents,96decf9183f44b60d99e3aee34a9900dcd544aba,implementation,Long identifier,_handle_input_audio_buffer_speech_started,329,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/96decf9183f44b60d99e3aee34a9900dcd544aba/livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/realtime/realtime_model.py,Identifier'_handle_input_audio_buffer_speech_started' exceeds the maximum length of 30 characters.
Human,livekit,agents,5e18bc143204feb6e0b12b94fa9e6f470b84857d,implementation,Long identifier,_handle_input_audio_buffer_speech_started,353,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/5e18bc143204feb6e0b12b94fa9e6f470b84857d/livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/realtime/realtime_model.py,Identifier'_handle_input_audio_buffer_speech_started' exceeds the maximum length of 30 characters.
Human,livekit,agents,54ef4cec8372b9ef28ec1b99498a9379433de896,implementation,Long identifier,_handle_input_audio_buffer_speech_started,155,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/54ef4cec8372b9ef28ec1b99498a9379433de896/livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/realtime/realtime_model.py,Identifier'_handle_input_audio_buffer_speech_started' exceeds the maximum length of 30 characters.
Human,livekit,agents,eb4a68eefd61f22e0a75a3d59bbd216079349e91,implementation,Long identifier,_handle_input_audio_buffer_speech_started,152,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/eb4a68eefd61f22e0a75a3d59bbd216079349e91/livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/realtime/realtime_model.py,Identifier'_handle_input_audio_buffer_speech_started' exceeds the maximum length of 30 characters.
Human,livekit,agents,823640ede580e797640f1e6ccd2d59276676373e,implementation,Long identifier,_handle_input_audio_buffer_speech_started,355,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/livekit$agents/Human/livekit$agents/823640ede580e797640f1e6ccd2d59276676373e/livekit-plugins/livekit-plugins-openai/livekit/plugins/openai/realtime/realtime_model.py,Identifier'_handle_input_audio_buffer_speech_started' exceeds the maximum length of 30 characters.
Human,skypilot-org,skypilot,4e91be1eb3840458dd2441c49fcab53b06c0fce7,implementation,Long statement,test_gcp_mig,329,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/skypilot-org$skypilot/Human/skypilot-org$skypilot/4e91be1eb3840458dd2441c49fcab53b06c0fce7/tests/smoke_tests/test_images.py,A line with 1994 chars in test_gcp_mig exceeds the maximum length of 120 characters.
Human,BerriAI,litellm,6f32189093976dc71c8d8a1669d87992bc0aa64d,implementation,Long parameter list,get_optional_params_embeddings,2323 - 2553,/home/gilberto/Documents/AI-DEV-Analysis/analysis_of_datasets/before_files_changed/Human/BerriAI$litellm/Human/BerriAI$litellm/6f32189093976dc71c8d8a1669d87992bc0aa64d/litellm/utils.py,"get_optional_params_embeddings has 7 parameters, exceeding the max of 5."
